Year	Industry	Status of innovation activity	Information	Innovation activity of enterprises by industry
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Process innovations developed together with others, number of enterprises (no.)	97
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Enterprise modified processes developed by others, number of enterprises (no.)	36
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Process innovations developed by others, number of enterprises (no.)	20
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Innovations, number of enterprises (no.)	241
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Innovation activities, number of enterprises (no.)	166
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Ongoing innovation activities, number of enterprises (no.)	155
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Abandoned innovation activities, number of enterprises (no.)	66
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Completed innovation activitiess, number of enterprises (no.)	30
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Innovation activity, number of enterprises (no.)	267
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	In-house research and development (R&D), number of enterprises (no.)	248
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Continuous in-house R&D, number of enterprises (no.)	190
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Occasional in-house R&D, number of enterprises (no.)	58
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	Contract-out R&D, number of enterprises (no.)	176
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Total number of enterprises	In-house or contracted-out R&D, number of enterprises (no.)	248
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Number of enterprises (no.)	267
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Product innovations (goods or services), share of enterprises (%)	73.6
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Goods innovations, share of enterprises (%)	71.2
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Service innovations, share of enterprises (%)	36.5
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Only goods innovations, no service innovations, share of enterprises (%)	37.0
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Only service innovations, no goods innovations, share of enterprises (%)	2.4
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Both goods and service innovations, share of enterprises (%)	34.2
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Products new to market, share of enterprises (%)	57.5
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Products new to enterprise, share of enterprises (%)	57.7
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Products new only to market, not to enterprise, share of enterprises (%)	15.9
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Products new only to enterprise, not to market, share of enterprises (%)	16.1
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Products new both to market and to enterprise, share of enterprises (%)	41.5
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Product innovations developed by enterprise, share of enterprises (%)	63.6
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Product innovations developed together with others, share of enterprises (%)	38.4
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Enterprise modified products developed by others, share of enterprises (%)	6.9
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Product innovations developed by others, share of enterprises (%)	4.9
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Process innovations, share of enterprises (%)	70.7
2022	C26-27 Manufacture of computer, electronic and optical products, and electrical equipment	Enterprises with innovation activity	Process innovations; production or development methods, share of enterprises (%)	54.8
