Year	Industry	Status of innovation activity	Information	Competence required by the enterprise from not important (1) to highly important (5) and sufficiency of competence by industry
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 4, competence not at the needed level, share of enterprises (%)	6.2
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 3, competence at the needed level, share of enterprises (%)	6.9
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 3, competence not at the needed level, share of enterprises (%)	3.5
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 2, competence at the needed level, share of enterprises (%)	10.2
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 2, competence not at the needed level, share of enterprises (%)	28.7
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 1, competence at the needed level, share of enterprises (%)	31.1
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Skills related to creative work, importance 1, competence not at the needed level, share of enterprises (%)	13.5
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 5, competence at the needed level, share of enterprises (%)	3.5
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 5, competence not at the needed level, share of enterprises (%)	0.0
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 4, competence at the needed level, share of enterprises (%)	8.8
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 4, competence not at the needed level, share of enterprises (%)	7.0
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 3, competence at the needed level, share of enterprises (%)	33.0
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 3, competence not at the needed level, share of enterprises (%)	0.0
2022	E Water supply; sewerage, waste management and remediation activities	No innovation activity	Cooperation and networking skills, importance 2, competence at the needed level, share of enterprises (%)	16.4
